8192 33337
0 1 -7.589221836099275
0 2 7.6386872094076494
0 5 -1.8140537410047504
0 6 -6.9015795887791676
0 12 -7.410106150620934
0 16 -9.101497692406591
0 26 9.967493810872806
0 32 3.283568632720481
0 35 -4.10232004629955
0 38 -0.1683694969466707
0 42 -8.873692388233748
0 44 3.0774167916376864
0 60 9.275630163463877
0 61 2.0321260484108183
0 64 -8.37936229751727
0 68 -2.26938232757637
0 72 -4.717497129738204
0 82 -8.97089472379735
0 83 3.742722046037761
0 87 4.918770151732534
0 93 -7.735960563905506
0 105 7.636528443742435
0 109 -3.5797197464324304
0 116 -0.9568865057308233
0 128 6.374381012638935
0 129 -8.017359143147395
0 130 -2.614425802583731
0 131 8.26658159291732
0 137 -1.8811331380298562
0 140 -4.140205652092616
0 144 -0.8312228629360092
0 146 -9.788888934336153
0 152 -4.762626152403051
0 161 -1.6061918448806054
0 163 -5.045826222388534
0 172 0.10164774389605391
0 196 9.337931485410994
0 205 8.93914739644903
0 208 -7.59217684968537
0 227 9.72558391178547
0 256 3.3286673722381757
0 260 8.05462778397331
0 261 0.36767665359247914
0 264 -3.3566418229373207
0 276 7.14728284811693
0 298 4.59625184775534
0 320 6.390293936764948
0 323 1.9915528481263216
0 325 -3.9147229127145833
0 338 1.497092924288129
0 339 3.0089670930907726
0 388 4.926119650713044
0 401 4.689869190883764
0 408 6.480738272778392
0 410 9.878527466522868
0 416 -9.196300158232217
0 417 -7.789408515174989
0 440 5.712557098051153
0 450 -6.067950577048078
0 511 -4.309327000844334
0 513 -2.2583961845970073
0 515 -8.192586177423696
0 527 1.4678680959017
0 528 -2.4229883220087167
0 531 4.304511772856079
0 532 -2.4384279778560973
0 543 7.3520582769538265
0 546 -1.9126734791239777
0 554 -8.927592610173182
0 556 2.3943095101094265
0 563 8.384029400111107
0 570 -9.016598272234848
0 571 5.086917601764306
0 575 -4.9931587895133305
0 578 5.533793526302244
0 584 -8.706920100700899
0 607 -7.013184664780132
0 648 -4.490852373144001
0 676 6.320464694998066
0 677 -9.998628491478028
0 703 8.347269763771607
0 712 -2.1079515538224713
0 715 0.47286447014127475
0 774 -5.003101717904896
0 800 8.16653739127202
0 808 0.6026452609711654
0 812 -9.827756825132317
0 824 -0.8350386360941275
0 847 -1.339156789166454
0 851 -2.837971263452581
0 859 -2.2784669557342134
0 865 -6.348241187257157
0 900 1.5813418245592086
0 949 -6.64308940260208
0 964 2.324555673538569
