1024 4096
0	1
0	2
0	3
0	6
0	8
0	9
0	12
0	25
0	42
0	46
0	57
0	64
0	96
0	101
0	128
0	131
0	136
0	144
0	148
0	150
0	161
0	190
0	192
0	206
0	208
0	216
0	224
0	225
0	256
0	257
0	260
0	262
0	263
0	266
0	271
0	272
0	276
0	278
0	296
0	329
0	336
0	360
0	417
0	436
0	516
0	521
0	528
0	529
0	542
0	544
0	553
0	564
0	576
0	608
0	610
0	611
0	640
0	643
0	652
0	657
0	668
0	686
0	688
0	722
0	724
0	774
0	784
0	839
0	842
0	883
0	892
0	897
0	904
0	990
1	7
1	17
1	22
1	42
1	64
1	70
1	74
1	76
1	89
1	122
1	131
1	136
1	137
1	140
1	163
1	164
1	209
1	262
1	301
1	320
1	341
1	384
1	480
1	517
1	521
1	528
1	553
1	581
1	600
1	664
1	767
1	768
1	813
1	852
1	918
1	992
2	7
2	16
2	20
2	27
2	29
2	32
2	38
2	53
2	70
2	72
2	132
2	138
2	147
2	235
2	240
2	256
2	353
2	354
2	385
2	404
2	461
2	512
2	513
2	518
2	521
2	549
2	698
2	809
2	840
2	852
3	0
3	2
3	25
3	35
3	72
3	83
3	90
3	160
3	174
3	224
3	256
3	257
3	258
3	264
3	320
3	322
3	358
3	488
3	539
3	544
3	602
3	754
3	801
4	2
4	16
4	20
4	24
4	35
4	55
4	64
4	70
4	119
4	120
4	136
4	137
4	170
4	259
4	264
4	272
4	384
4	499
4	514
4	517
4	530
4	535
4	552
4	602
4	641
4	645
4	656
4	768
4	801
4	812
4	920
5	0
5	2
5	8
5	41
5	92
5	97
5	135
5	136
5	160
5	214
5	282
5	422
5	520
5	544
5	580
6	2
6	129
6	130
6	160
6	203
6	261
6	280
6	519
6	532
6	564
6	646
6	704
6	732
6	794
7	2
7	6
7	42
7	48
7	119
7	257
7	332
7	546
7	584
7	924
8	1
8	4
8	42
8	69
8	96
8	110
8	128
8	129
8	160
8	166
8	183
8	199
8	202
8	208
8	220
8	229
8	256
8	262
8	272
8	294
8	297
8	307
8	332
8	343
8	365
8	384
8	513
8	532
8	544
8	545
8	581
8	608
8	640
8	645
8	816
8	857
8	881
8	882
8	960
8	968
9	0
9	5
9	6
9	8
9	23
9	32
9	40
9	51
9	142
9	164
9	165
9	208
9	257
9	272
9	400
9	544
9	572
9	604
9	636
9	768
9	794
9	804
9	981
10	0
10	18
10	38
10	42
10	66
10	74
10	128
10	146
10	244
10	258
10	356
10	616
10	657
10	674
10	704
10	713
10	794
10	810
10	864
11	16
11	40
11	53
11	56
11	75
11	145
11	234
11	256
11	444
11	970
12	8
12	238
12	257
12	261
12	272
12	384
12	562
12	696
12	736
12	896
12	897
12	900
13	1
13	54
13	217
13	520
13	641
13	906
14	155
14	176
14	297
14	441
14	576
14	781
15	8
15	22
15	587
16	0
16	4
16	6
16	7
16	10
16	12
16	18
16	19
16	38
16	66
16	72
16	74
16	82
16	84
16	101
16	102
16	130
16	146
16	195
16	212
16	258
16	361
16	388
16	389
16	451
16	480
16	515
16	542
16	563
16	592
16	676
16	705
16	768
16	794
16	922
17	2
17	5
17	6
17	7
17	20
17	42
17	160
17	243
17	258
17	515
17	535
17	555
17	584
17	769
17	774
17	868
17	916
18	0
18	1
18	72
18	96
18	129
18	214
18	259
18	388
18	414
18	448
18	512
18	536
18	576
18	608
18	866
19	4
19	22
19	41
19	46
19	48
19	53
19	76
19	92
19	163
19	226
19	259
19	313
19	710
19	860
20	14
20	24
20	80
20	162
20	260
20	325
20	358
20	386
20	405
20	528
20	530
20	552
20	595
20	597
20	642
20	644
20	748
20	856
20	908
20	968
21	8
21	18
21	70
21	140
22	34
22	258
22	273
22	297
22	304
22	320
22	323
22	992
23	358
23	535
23	771
23	960
24	0
24	1
24	138
24	243
24	265
24	385
24	430
24	544
24	572
24	578
24	586
24	704
24	724
24	747
24	828
24	833
25	5
25	18
25	146
25	312
25	395
25	513
25	551
25	674
25	715
25	740
25	834
25	846
26	148
26	646
26	653
26	918
27	49
27	66
27	522
28	6
28	7
28	38
28	40
28	64
28	65
28	71
28	98
28	136
28	257
28	287
28	544
28	610
28	648
28	877
29	1
29	4
29	66
29	323
29	800
30	34
30	37
30	513
31	108
31	297
31	672
32	0
32	1
32	4
32	7
32	8
32	35
32	40
32	48
32	88
32	97
32	112
32	119
32	129
32	164
32	168
32	244
32	256
32	279
32	322
32	328
32	342
32	357
32	362
32	381
32	392
32	414
32	432
32	531
32	546
32	576
32	644
32	658
32	681
32	733
32	768
32	771
32	775
32	840
32	896
32	902
33	3
33	16
33	36
33	38
33	50
33	65
33	67
33	73
33	74
33	78
33	101
33	176
33	186
33	258
33	420
33	587
33	614
33	650
34	2
34	25
34	32
34	36
34	66
34	86
34	87
34	136
34	166
34	213
34	216
34	222
34	256
34	257
34	513
34	544
34	577
34	640
34	652
34	674
34	686
34	832
35	0
35	7
35	64
35	128
35	158
35	260
35	297
35	385
35	525
36	0
36	1
36	2
36	13
36	61
36	130
36	232
36	344
36	363
36	400
36	508
36	792
36	834
36	883
36	918
37	99
37	213
37	233
37	259
37	420
37	539
37	929
38	0
38	4
38	24
38	40
38	56
38	76
38	256
38	306
38	520
38	704
39	52
39	144
39	296
39	346
39	400
39	644
40	25
40	110
40	192
40	267
40	274
40	288
40	350
40	384
40	417
40	533
40	546
40	648
40	658
40	714
41	10
41	256
41	266
41	496
41	559
41	898
41	938
42	5
42	16
42	264
42	328
42	385
42	580
42	618
42	633
43	21
43	356
43	516
44	4
44	33
44	72
44	384
44	584
45	37
45	593
45	628
46	1
46	2
46	33
46	471
47	776
48	1
48	2
48	10
48	54
48	64
48	177
48	256
48	279
48	293
48	450
48	515
48	577
48	704
48	772
48	902
48	910
48	961
49	4
49	16
49	25
49	66
49	144
49	245
49	262
49	266
49	276
49	289
49	933
50	0
50	9
50	42
50	64
50	77
50	126
50	282
50	560
50	584
50	646
51	261
51	429
51	512
51	818
52	7
52	12
52	90
52	175
52	259
52	362
52	578
52	823
53	209
53	416
53	597
54	134
54	149
54	266
54	708
55	50
55	595
55	742
56	53
56	72
56	113
56	136
56	144
56	213
57	22
57	214
57	257
57	264
57	423
57	557
57	776
58	488
58	648
58	708
59	0
59	203
59	536
60	32
60	34
60	136
61	0
61	299
61	560
61	801
62	644
64	0
64	9
64	12
64	13
64	16
64	17
64	18
64	34
64	58
64	60
64	80
64	117
64	128
64	166
64	177
64	202
64	256
64	312
64	324
64	358
64	402
64	435
64	450
64	474
64	514
64	516
64	538
64	554
64	614
64	642
64	676
64	724
64	747
64	776
64	806
64	834
64	872
64	931
64	973
65	4
65	17
65	25
65	35
65	81
65	112
65	149
65	193
65	246
65	276
65	392
65	460
65	502
65	539
65	545
65	582
65	640
65	659
65	742
65	768
66	0
66	1
66	2
66	8
66	12
66	15
66	68
66	82
66	118
66	134
66	160
66	272
66	283
66	531
66	533
66	544
66	616
66	772
67	1
67	8
67	32
67	44
67	176
67	244
67	521
67	768
68	15
