4096 8192
0 4 8.356268378225744
0 18 5.068735428702242
0 64 7.500053912815075
0 88 9.38749585725971
0 119 8.923185387533277
0 137 7.528059249881149
0 164 3.4412334271836964
0 169 1.3007641340850817
0 224 5.52175212936657
0 229 5.05915240431201
0 256 0.3988903152127232
0 265 8.440705500012182
0 281 1.69565057948861
0 284 7.5906195487204275
0 300 5.549714309004269
0 304 1.8265738512915997
0 306 2.124941133038565
0 315 1.366424692588113
0 336 4.184690891637681
0 397 8.322716365189889
0 442 1.5021046602822086
0 456 5.434716101796107
0 513 0.9343910704021985
0 520 7.179651465094561
0 540 0.5565649971291409
0 546 6.000215412676949
0 548 9.995296178286331
0 600 7.8523959898629245
0 619 5.294494473565847
0 810 4.738417787556292
0 832 9.654104614272423
0 896 7.726235795596378
0 918 9.014385256988529
0 1000 5.437293056395168
0 1026 0.3602334675249286
0 1028 6.213406345919788
0 1152 4.073407357063555
0 1184 4.158723216850606
0 1280 3.9561299424063847
0 1346 2.864609318196667
0 1424 1.8535552508029274
0 1425 1.4129519241064525
0 1700 8.047172633976448
0 1704 6.932272370044313
0 1856 6.650434735696474
0 2068 3.430784543791127
0 2069 2.8628174148982732
0 2098 3.1566630502880786
0 2136 4.7758086126902395
0 2137 9.043278421861139
0 2186 3.9697045911689335
0 2216 3.6546532498468864
0 2355 5.991604866344996
0 2368 7.449336607510164
0 2532 0.8241594172072875
0 2565 8.757853305374992
0 2608 3.1460009397926783
0 2632 9.398064330105703
0 2655 5.080008767357671
0 2691 1.1607582835462604
0 2730 9.444983913247405
0 2819 0.2113084742720983
0 2865 8.388888162137604
0 3076 1.486634954094681
0 3080 0.3234405564229381
0 3093 3.2139929946971826
0 3201 0.5179283850248395
0 3527 3.471004235630338
0 3598 9.740875025590853
0 3808 1.4295039863664694
1 16 1.0371311612931111
1 68 3.3573609144817684
1 137 3.949896369054814
1 148 0.5482554016096064
1 158 0.6519549097117172
1 272 1.8641165232948498
1 538 7.627420754999314
1 595 0.18800425373352914
1 640 6.480242246785133
1 916 5.82457647078301
1 1280 6.928764054791171
1 1309 7.8321433559218026
1 1476 2.3912533236346545
1 1632 9.844434912444079
1 1701 4.408429659463959
1 2026 1.3585139894807619
1 2051 7.156992079605892
1 2090 5.324020395034527
1 2096 1.2677674108511139
1 2180 0.9721240813313059
1 2369 3.6291551585803825
1 2720 8.041676665591464
1 3073 9.319435050824358
1 3334 0.17816150359201033
1 3335 9.750679941499818
1 3521 0.3620207137664855
1 3624 1.3761307449082005
1 3777 8.92689393028099
1 4080 0.4364950148235691
2 1 6.555409540451493
2 4 6.378708691365689
2 17 3.502678994100709
2 35 3.344293967185692
2 145 0.043756371799201776
2 236 2.8989756984806103
2 289 0.3035173473903008
2 428 8.260470312782992
2 565 2.201395401797405
2 851 8.150150731134971
2 1077 6.678214427776004
2 1141 2.225293656760009
2 1270 2.5801148147060027
2 1332 5.64115154368578
2 1383 1.812522844940273
2 1384 1.5167058944738299
2 1540 0.3508044254523601
2 1698 5.743181907274577
2 2049 4.550356639651882
2 2052 0.6705616217508448
2 2070 8.6959293796162
2 2085 4.753107678237325
2 2126 8.241185742694674
2 2240 9.539900919133139
2 2248 7.024939273765146
2 2692 7.207557534221163
2 3077 6.303550165167998
2 3103 8.359748665981916
2 3326 8.582187511747668
2 3984 7.225071932576749
3 226 0.43330056330509237
3 270 9.072352090053112
3 362 5.979495336282684
3 568 5.655954066887444
3 737 9.73138455858795
3 896 4.7855020018700625
3 1304 8.068807089873566
3 1646 8.056967821586923
3 2092 0.8660064626111907
3 2464 2.46080418110723
3 2502 8.210249051110978
3 2594 7.0081254627993275
3 3338 4.606847999600442
3 4008 1.7583130025434612
4 0 4.189099906963079
4 1 5.920948672824283
4 8 6.47472615475357
4 34 4.3803696940682135
4 68 2.5684997316508316
4 78 9.5201971787095
4 128 0.3388931897497871
4 292 9.023057209183431
4 296 3.3223917304620887
4 328 9.943090820611927
4 512 0.15525950785612364
4 514 1.6964959365111498
4 608 8.913089825850184
4 1158 1.5732930160180236
4 1194 2.7441158033017676
4 1209 7.452989962874035
4 1289 7.44394669233245
4 1357 8.783667897384067
4 1441 7.214472834212765
4 1664 9.050925608615636
4 1724 9.249831114286094
4 2155 5.2491294001275834
4 2213 6.597375480135473
4 2338 9.55125246414957
4 2450 5.438315470925936
