4096 8192
0	4
0	18
0	64
0	88
0	119
0	137
0	164
0	169
0	224
0	229
0	256
0	265
0	281
0	284
0	300
0	304
0	306
0	315
0	336
0	397
0	442
0	456
0	513
0	520
0	540
0	546
0	548
0	600
0	619
0	810
0	832
0	896
0	918
0	1000
0	1026
0	1028
0	1152
0	1184
0	1280
0	1346
0	1424
0	1425
0	1700
0	1704
0	1856
0	2068
0	2069
0	2098
0	2136
0	2137
0	2186
0	2216
0	2355
0	2368
0	2532
0	2565
0	2608
0	2632
0	2655
0	2691
0	2730
0	2819
0	2865
0	3076
0	3080
0	3093
0	3201
0	3527
0	3598
0	3808
1	16
1	68
1	137
1	148
1	158
1	272
1	538
1	595
1	640
1	916
1	1280
1	1309
1	1476
1	1632
1	1701
1	2026
1	2051
1	2090
1	2096
1	2180
1	2369
1	2720
1	3073
1	3334
1	3335
1	3521
1	3624
1	3777
1	4080
2	1
2	4
2	17
2	35
2	145
2	236
2	289
2	428
2	565
2	851
2	1077
2	1141
2	1270
2	1332
2	1383
2	1384
2	1540
2	1698
2	2049
2	2052
2	2070
2	2085
2	2126
2	2240
2	2248
2	2692
2	3077
2	3103
2	3326
2	3984
3	226
3	270
3	362
3	568
3	737
3	896
3	1304
3	1646
3	2092
3	2464
3	2502
3	2594
3	3338
3	4008
4	0
4	1
4	8
4	34
4	68
4	78
4	128
4	292
4	296
4	328
4	512
4	514
4	608
4	1158
4	1194
4	1209
4	1289
4	1357
4	1441
4	1664
4	1724
4	2155
4	2213
4	2338
4	2450
4	2564
4	2835
4	2837
5	3
5	242
5	440
5	582
5	651
5	791
5	1152
5	1473
5	1542
5	1808
5	1972
5	2178
5	2225
5	2466
5	2568
5	3300
6	154
6	257
6	331
6	615
6	1537
6	2126
6	2152
6	2540
6	3973
7	0
7	66
7	70
7	384
7	3126
8	5
8	22
8	112
8	117
8	192
8	208
8	210
8	258
8	267
8	321
8	347
8	600
8	616
8	661
8	769
8	1032
8	1189
8	1357
8	1573
8	2049
8	2083
8	2456
8	2684
8	2866
8	3016
8	3172
8	3192
8	3348
8	3635
9	10
9	108
9	155
9	289
9	329
9	746
9	794
9	838
9	1030
9	1090
9	1122
9	1124
9	1193
9	2098
9	2192
9	2629
9	3111
10	0
10	66
10	71
10	81
10	137
10	192
10	279
10	451
10	680
10	783
10	928
10	1312
10	1313
10	1457
10	1539
10	1593
10	1800
10	1955
10	2133
10	2600
10	2753
10	3074
10	3344
11	42
11	272
11	1626
12	7
12	37
12	143
12	249
12	324
12	390
12	546
12	564
12	769
12	785
12	1096
12	1203
12	1493
12	1602
12	1729
12	2117
12	2326
12	2404
12	2561
12	2816
12	2831
13	17
13	549
13	771
13	1353
13	2085
13	3161
13	3352
14	59
14	640
14	784
14	1548
14	2052
14	2066
14	2375
14	2892
14	3592
15	489
15	2314
15	3904
16	23
16	24
16	32
16	38
16	66
16	69
16	80
16	86
16	160
16	201
16	263
16	294
16	528
16	548
16	576
16	720
16	1000
16	1065
16	1109
16	1257
16	1310
16	1539
16	1568
16	1733
16	2033
16	2560
16	2598
16	2669
16	2945
16	3108
16	3282
16	3473
16	3718
17	309
17	640
17	783
17	808
17	866
17	1200
17	1985
17	2177
17	2817
17	2981
17	3076
17	3473
17	3482
18	272
18	322
18	545
18	776
18	784
18	785
18	934
18	1027
18	1312
18	2064
18	2122
18	2209
18	2862
18	2874
18	2884
18	2948
18	3072
18	3148
18	3340
18	3354
18	3381
18	3680
19	16
19	259
19	440
19	672
19	786
19	2099
19	2114
19	2388
20	3
20	52
20	171
20	613
20	656
20	777
20	1286
20	1402
20	1452
20	1549
20	2177
20	2293
20	2816
20	3123
20	3149
20	3841
20	3870
21	204
21	479
21	794
21	1050
21	1136
21	1617
22	1
22	259
22	426
22	514
22	912
22	1313
22	2090
22	2124
22	2176
22	3824
23	529
23	1024
23	1411
24	66
24	98
24	131
24	136
24	193
24	272
24	322
24	532
24	609
24	986
24	1828
24	2048
24	2052
24	2061
